,Latitude,Longitude,Dec 25
189,43.52,-91.76,0.0
194,44.13,-94.01,0.0
203,44.47,-95.79,0.0
207,45.75,-93.66,2.0
208,45.12,-95.93,1.0
210,44.93,-93.24,0.0
211,44.93,-93.32,0.0
215,44.89,-93.23,0.0
216,44.56,-96.0,0.0
217,44.16,-91.81,0.0
226,46.89,-96.75,3.0
227,45.88,-93.31,1.0
228,45.84,-93.3,2.0
230,44.34,-92.98,0.0
236,44.52,-93.48,0.0
238,44.29,-94.41,0.0
239,46.52,-95.34,6.0
240,45.53,-92.97,0.5
244,47.84,-94.26,5.0
245,45.3,-93.43,1.0
250,48.05,-92.76,6.0
253,46.41,-95.55,3.0
254,44.1,-93.23,0.0
255,44.09,-93.21,0.0
257,45.35,-94.73,1.5
258,46.67,-94.11,3.0
259,44.01,-96.33,0.0
262,43.67,-92.07,0.0
267,44.57,-92.53,0.0
269,44.55,-95.1,1.0
270,45.76,-94.21,2.0
271,45.75,-94.16,1.0
274,44.89,-93.31,0.0
276,44.04,-92.44,0.0
279,44.1,-92.46,0.0
281,43.9,-92.49,0.0
287,45.03,-93.18,0.0
289,45.04,-93.19,0.0
292,46.78,-96.66,4.0
293,45.42,-94.2,1.0
295,45.41,-93.31,0.0
300,44.94,-93.18,0.0
307,44.93,-94.2,0.0
308,43.69,-92.39,0.0
310,45.54,-94.05,1.2
316,45.05,-92.85,0.0
319,44.28,-92.19,0.0
320,48.21,-95.25,4.0
321,47.62,-90.76,6.0
323,44.24,-95.63,0.0
326,47.03,-91.67,1.0
328,47.13,-91.71,8.0
330,44.99,-93.18,0.0
332,44.38,-92.05,0.0
334,48.9,-95.41,6.0
335,44.09,-93.49,0.0
341,43.75,-93.74,0.0
343,45.81,-96.5,4.0
345,45.19,-95.06,1.0
346,43.88,-95.12,1.0
347,43.76,-94.17,0.0
350,44.09,-91.67,0.0
351,47.93,-91.8,3.5
352,47.38,-91.2,9.0
356,43.64,-95.58,0.0
357,46.68,-92.95,2.0
359,43.74,-92.31,0.0
362,44.3,-92.67,0.0
1,36.69,-91.4,0.0
2,39.89,-94.36,0.0
3,36.64,-94.49,0.0
4,36.65,-94.52,0.0
5,38.19,-94.03,0.0
6,37.26,-93.59,0.0
8,39.02,-93.2,0.0
9,38.99,-94.27,0.0
10,37.62,-93.39,0.0
11,38.96,-92.74,0.0
12,38.96,-92.74,0.0
13,39.34,-91.17,0.0
14,36.54,-93.2,0.0
15,37.67,-93.11,0.0
17,38.26,-94.4,0.0
18,38.63,-92.56,0.0
19,39.75,-94.25,0.0
20,40.14,-91.52,0.0
21,39.0,-90.69,0.0
22,36.69,-93.87,0.0
23,39.78,-93.54,0.0
25,39.37,-90.91,0.0
26,37.13,-90.78,0.0
28,38.48,-93.26,0.0
29,39.53,-93.53,0.0
30,38.95,-92.34,0.0
32,38.95,-92.37,0.0
33,38.82,-92.21,0.0
34,38.94,-92.32,0.0
35,40.24,-94.68,0.0
36,39.85,-94.71,0.0
37,38.73,-90.65,0.0
38,38.73,-90.68,0.0
40,36.99,-94.36,0.0
41,40.16,-92.17,0.0
43,38.41,-92.35,0.0
44,37.79,-90.41,0.0
45,38.48,-90.45,0.0
46,38.23,-90.4,0.0
48,38.46,-91.7,0.0
50,40.46,-94.5,0.0
53,39.72,-91.37,0.0
54,37.84,-90.23,0.0
57,38.1,-92.31,0.0
58,38.59,-92.16,0.0
59,38.59,-92.18,0.0
61,39.01,-94.59,0.0
62,39.3,-94.73,0.0
63,39.37,-94.33,0.0
65,38.59,-90.43,0.0
66,38.56,-90.42,0.0
69,37.6,-94.28,0.0
70,37.69,-92.69,0.0
71,37.55,-91.88,0.0
72,37.39,-93.95,0.0
73,39.45,-91.05,0.0
75,38.49,-92.01,0.0
77,37.32,-92.98,0.0
78,40.46,-92.18,0.0
79,39.17,-91.87,0.0
80,39.09,-91.46,0.0
81,37.21,-93.84,0.0
82,37.25,-93.94,0.0
83,39.4,-92.43,0.0
84,36.86,-93.96,0.0
85,39.64,-91.72,0.0
88,37.1,-93.81,0.0
89,37.15,-92.26,0.0
90,37.84,-94.37,0.0
91,36.67,-93.11,0.0
93,37.73,-89.92,0.0
94,38.81,-94.26,0.0
97,36.76,-90.41,0.0
99,37.9,-90.84,0.0
100,40.4,-93.58,0.0
102,38.97,-94.48,0.0
103,39.24,-93.97,0.0
104,37.96,-91.78,0.0
105,38.45,-91.38,0.0
106,37.26,-91.43,0.0
107,37.63,-91.54,0.0
108,37.66,-91.55,0.0
109,37.64,-91.47,0.0
110,39.42,-92.81,0.0
111,39.64,-91.25,0.0
112,39.68,-92.05,0.0
115,39.13,-91.0,0.0
117,40.25,-93.72,0.0
118,37.24,-93.4,0.0
119,37.24,-93.39,0.0
120,38.69,-90.52,0.0
121,38.93,-90.43,0.0
122,38.81,-90.51,0.0
123,38.75,-90.37,0.0
124,38.63,-90.27,0.0
125,38.66,-90.66,0.0
126,38.77,-90.59,0.0
127,39.77,-94.9,0.0
129,37.95,-90.07,0.0
130,37.92,-91.44,0.0
131,39.97,-91.89,0.0
132,37.7,-93.77,0.0
134,37.14,-91.63,0.0
136,36.59,-93.31,0.0
137,40.44,-95.39,0.0
138,40.08,-93.61,0.0
141,39.31,-91.49,0.0
142,37.71,-91.13,0.0
144,38.92,-93.74,0.0
146,36.58,-94.05,0.0
147,38.54,-90.97,0.0
148,39.21,-93.53,0.0
149,37.81,-92.23,0.0
150,38.7,-90.68,0.0
151,36.73,-91.87,0.0
152,36.94,-91.76,0.0
154,38.53,-93.53,0.0
155,36.98,-91.38,0.0
0,34.78,-90.12,0.0
1,32.67,-90.04,0.0
3,33.74,-90.74,0.0
4,32.32,-90.08,0.0
5,33.49,-90.98,0.0
6,33.5,-90.09,0.0
8,31.27,-89.26,0.0
10,32.34,-90.22,0.0
11,32.32,-90.08,0.0
12,32.33,-88.75,0.0
14,34.26,-88.77,0.0
0,47.0,-114.48,6.0
2,46.17,-113.09,9.0
4,45.69,-104.39,0.0
6,45.1,-105.32,0.0
7,45.04,-105.48,1.0
8,45.83,-109.95,0.0
11,48.07,-114.01,3.0
12,48.05,-114.0,4.0
16,45.72,-108.52,0.5
17,45.71,-108.65,1.5
18,45.81,-108.55,1.2
19,45.77,-108.48,0.0
21,46.84,-113.83,3.5
22,46.79,-113.74,6.1
24,45.66,-111.03,8.8
25,45.79,-111.16,1.2
26,45.66,-111.05,7.0
27,48.08,-111.26,0.0
28,45.82,-106.23,4.0
29,48.52,-105.3,5.0
32,45.67,-105.62,1.0
33,47.87,-104.9,3.0
35,45.54,-106.96,3.0
36,47.93,-112.29,0.0
39,48.59,-109.23,1.0
40,47.82,-112.19,1.0
41,47.41,-105.6,1.0
42,47.06,-106.62,1.0
43,45.89,-106.63,2.0
45,45.64,-109.27,12.0
49,48.08,-107.52,1.0
50,48.15,-104.51,5.0
52,45.26,-112.55,0.0
53,45.21,-112.64,0.0
54,48.72,-111.48,0.0
56,45.89,-104.55,1.0
57,45.34,-111.71,0.0
62,46.82,-108.37,2.0
63,46.27,-106.68,4.0
64,48.5,-109.8,1.0
65,48.46,-108.78,2.0
66,47.83,-110.66,0.0
69,46.04,-109.5,0.0
71,48.2,-106.63,5.0
72,48.35,-106.84,3.0
74,47.71,-107.26,5.0
75,48.21,-106.62,2.0
76,48.21,-106.63,4.0
78,47.11,-104.72,2.0
79,48.98,-111.4,0.0
80,44.97,-113.0,0.0
83,47.46,-111.39,0.0
88,46.44,-109.84,0.0
89,46.58,-109.95,5.0
91,46.75,-112.03,1.0
93,46.64,-111.92,1.0
94,46.6,-111.99,1.2
95,48.35,-107.15,5.0
97,48.42,-104.46,4.0
98,46.92,-104.9,4.0
100,45.92,-108.25,1.0
101,46.29,-107.23,4.0
102,45.94,-107.14,2.0
103,46.57,-107.19,2.0
104,46.54,-104.75,1.0
105,46.68,-109.75,8.0
107,48.09,-114.46,5.0
108,48.21,-114.08,5.0
109,48.21,-114.37,5.8
110,48.22,-114.27,3.1
111,48.3,-114.26,2.0
112,45.87,-104.16,1.0
115,48.41,-115.32,3.0
116,47.41,-113.71,14.0
117,47.23,-105.15,5.0
119,45.5,-110.56,4.0
121,45.64,-110.43,2.0
122,45.88,-111.41,0.0
123,47.94,-110.5,0.0
125,47.84,-107.96,6.0
128,48.48,-104.45,3.0
131,46.1,-110.05,3.0
132,46.77,-105.03,3.0
133,46.86,-114.1,2.5
134,46.94,-114.02,3.0
135,46.92,-114.09,2.0
136,46.92,-114.09,1.2
137,46.29,-105.29,3.0
139,45.18,-105.75,1.0
140,47.02,-107.82,2.0
141,45.24,-109.73,6.0
143,45.49,-111.63,0.0
144,48.03,-115.85,19.5
145,49.0,-106.38,3.0
146,48.7,-106.32,4.0
151,48.77,-104.57,7.0
153,46.42,-104.52,4.0
154,46.2,-108.0,1.0
155,49.0,-107.83,1.0
157,45.85,-105.04,4.0
158,49.0,-104.58,2.0
161,45.67,-109.47,3.0
166,46.47,-108.52,2.0
167,46.33,-108.74,0.0
171,46.35,-108.48,1.4
175,46.3,-109.26,1.0
177,46.53,-109.34,2.0
178,48.47,-107.35,3.0
179,48.84,-105.47,1.0
180,47.18,-113.46,12.0
183,48.51,-111.86,0.0
184,47.73,-104.15,4.0
185,47.68,-104.16,3.0
186,49.0,-110.22,0.0
188,45.32,-105.91,1.0
189,45.74,-110.22,0.0
190,48.41,-106.51,2.0
192,47.48,-111.74,0.0
193,46.79,-105.3,2.0
194,47.69,-115.48,14.5
196,46.3,-111.45,1.0
200,47.34,-108.5,0.0
201,48.5,-113.98,16.0
202,44.66,-111.09,16.0
206,45.99,-110.66,1.0
207,46.92,-108.56,4.0
208,47.08,-108.32,8.0
209,48.1,-105.65,1.0
211,48.95,-115.63,21.0
212,45.31,-107.94,0.0
213,47.92,-108.52,3.0
0,35.15,-79.43,0.0
2,35.59,-82.55,0.0
5,35.43,-82.54,0.0
6,34.7,-76.74,0.0
8,35.92,-82.44,0.0
9,36.16,-81.87,0.0
10,35.76,-82.43,0.0
11,35.13,-76.82,0.0
12,34.73,-76.66,0.0
13,36.19,-81.87,0.0
15,35.54,-76.62,0.0
17,35.5,-82.6,0.0
18,35.63,-82.32,0.0
19,36.21,-81.65,0.0
20,35.23,-82.74,0.0
21,35.26,-82.74,0.0
22,35.45,-83.46,0.0
23,36.1,-82.17,0.0
25,35.55,-82.7,0.0
26,35.55,-82.69,0.0
27,35.23,-75.62,0.0
28,35.51,-81.62,0.0
29,34.98,-76.3,0.0
30,35.83,-82.18,0.0
31,35.91,-79.08,0.0
32,35.96,-79.04,0.0
33,35.22,-80.95,0.0
35,35.71,-76.13,0.0
36,35.41,-80.56,0.0
37,35.06,-83.43,0.0
38,35.31,-83.17,0.0
39,36.43,-80.18,0.0
41,36.47,-79.74,0.0
42,36.02,-76.55,0.0
43,36.31,-76.21,0.0
44,36.26,-76.17,0.0
45,36.25,-80.86,0.0
46,35.54,-82.65,0.0
47,35.54,-76.31,0.0
48,36.25,-81.91,0.0
49,35.31,-81.99,0.0
50,36.15,-81.79,0.0
51,35.18,-83.39,0.0
54,35.27,-81.14,0.0
55,35.43,-76.71,0.0
56,36.09,-81.84,0.0
57,36.1,-79.94,0.0
58,35.64,-77.4,0.0
59,36.14,-80.81,0.0
60,35.05,-83.81,0.0
61,36.35,-78.41,0.0
62,35.33,-82.45,0.0
65,35.06,-83.2,0.0
66,35.9,-82.83,0.0
67,36.4,-77.42,0.0
68,34.8,-77.4,0.0
69,36.42,-81.43,0.0
70,36.28,-80.36,0.0
71,35.3,-77.57,0.0
72,35.42,-82.19,0.0
73,35.1,-82.95,0.0
74,34.75,-79.47,0.0
76,35.62,-82.76,0.0
77,34.2,-78.09,0.0
78,35.91,-81.54,0.0
79,36.13,-77.17,0.0
80,35.4,-78.85,0.0
81,35.48,-81.28,0.0
82,35.46,-81.33,0.0
85,35.92,-75.7,0.0
86,35.68,-82.01,0.0
87,35.8,-82.67,0.0
89,34.98,-80.52,0.0
90,34.73,-76.74,0.0
91,35.73,-81.67,0.0
93,36.5,-80.65,0.0
94,35.14,-77.99,0.0
95,35.41,-80.43,0.0
96,35.76,-82.27,0.0
97,36.45,-77.08,0.0
98,35.07,-83.97,0.0
99,35.07,-77.05,0.0
101,34.78,-76.88,0.0
102,35.64,-81.18,0.0
103,35.66,-82.35,0.0
104,36.16,-81.15,0.0
106,35.52,-83.31,0.0
107,35.11,-75.99,0.0
108,35.67,-82.12,0.0
109,35.06,-77.09,0.0
110,35.27,-82.65,0.0
112,35.79,-79.21,0.0
113,35.87,-76.66,0.0
116,35.87,-78.64,0.0
118,35.89,-78.78,0.0
119,35.13,-76.92,0.0
120,36.38,-79.69,0.0
121,34.92,-77.51,0.0
122,36.48,-77.67,0.0
123,35.14,-82.82,0.0
124,35.68,-80.48,0.0
125,35.7,-80.62,0.0
126,35.57,-78.29,0.0
128,35.31,-81.57,0.0
129,35.5,-77.66,0.0
130,36.13,-75.73,0.0
131,36.46,-81.15,0.0
132,35.93,-82.0,0.0
133,35.81,-80.88,0.0
135,35.92,-81.17,0.0
137,36.4,-81.31,0.0
138,35.21,-82.25,0.0
139,35.52,-81.44,0.0
140,36.13,-81.23,0.0
141,34.73,-77.98,0.0
142,35.55,-77.07,0.0
143,35.49,-82.97,0.0
144,35.71,-82.46,0.0
145,35.85,-77.03,0.0
146,34.14,-77.88,0.0
149,36.13,-80.55,0.0
150,36.05,-80.6,0.0
151,36.38,-79.26,0.0
1,46.04,-99.37,3.0
2,46.91,-104.0,1.0
3,48.84,-99.75,6.0
4,46.81,-100.79,4.0
5,46.78,-100.76,2.0
7,46.19,-103.37,4.0
12,47.06,-101.21,5.0
15,46.89,-102.78,1.0
16,48.05,-100.31,3.0
18,46.91,-96.78,3.0
21,46.83,-96.8,3.0
23,46.92,-96.81,3.1
24,46.09,-100.66,2.0
25,46.16,-98.4,12.0
30,47.94,-97.18,3.1
31,47.92,-97.1,3.0
33,47.4,-103.21,4.0
34,46.52,-100.35,3.0
37,46.88,-98.68,3.0
39,47.37,-102.76,4.0
40,46.36,-98.92,3.5
43,48.76,-98.34,10.0
45,48.63,-101.38,4.0
47,46.07,-97.15,3.0
48,46.44,-97.69,3.0
49,46.81,-100.88,4.0
50,47.82,-101.29,5.0
52,47.5,-97.35,3.0
53,47.48,-100.44,3.0
54,47.58,-98.64,2.0
55,46.39,-97.24,4.0
58,46.7,-98.58,5.0
60,46.51,-99.77,3.0
61,46.89,-101.49,3.0
62,48.97,-97.24,6.0
66,47.0,-102.48,2.0
76,48.61,-100.29,6.0
0,40.45,-96.51,0.0
3,41.69,-98.01,0.0
6,41.43,-99.13,0.0
7,41.42,-99.16,0.0
10,40.37,-95.75,0.0
12,40.3,-96.75,0.0
15,40.06,-101.54,0.0
19,42.59,-97.64,0.0
20,40.31,-98.5,0.0
21,40.88,-97.75,0.0
22,41.02,-100.37,0.0
23,41.67,-103.1,0.0
24,41.56,-103.37,0.0
25,41.61,-102.9,0.0
29,41.01,-103.88,0.0
30,42.91,-98.85,0.0
31,41.25,-100.07,0.0
33,40.69,-99.7,0.0
36,42.81,-103.05,0.0
37,40.52,-98.05,0.0
39,41.46,-97.33,0.0
40,42.38,-96.99,0.0
41,40.61,-96.87,0.0
42,42.74,-97.5,0.0
44,40.23,-100.83,0.0
47,40.93,-96.66,0.0
48,41.25,-97.06,0.0
49,40.77,-98.36,0.0
51,41.99,-98.07,0.0
52,41.29,-96.22,0.0
55,40.48,-99.89,0.0
56,42.28,-96.72,0.0
59,42.09,-98.38,0.0
60,40.15,-97.18,0.0
61,40.07,-97.17,0.0
62,40.08,-95.52,0.0
65,41.45,-96.09,0.0
66,40.1,-98.94,0.0
67,41.43,-96.47,0.0
68,41.43,-96.49,0.0
69,40.66,-97.22,0.0
70,40.54,-97.59,0.0
73,40.9,-98.4,0.0
74,40.96,-98.31,0.0
75,41.55,-98.53,0.0
76,41.13,-96.25,0.0
78,41.18,-96.22,0.0
79,41.9,-100.3,0.0
82,41.46,-103.86,0.0
84,42.8,-103.79,0.0
85,42.62,-97.26,0.0
86,40.6,-98.4,0.0
87,40.58,-98.37,0.0
88,40.56,-98.38,0.0
89,40.59,-98.43,0.0
90,40.65,-98.38,0.0
91,40.6,-98.43,0.0
93,40.52,-101.03,0.0
94,40.17,-97.59,0.0
96,40.45,-99.38,0.0
97,41.72,-97.0,0.0
98,40.51,-101.65,0.0
99,40.73,-99.01,0.0
100,41.21,-101.67,0.0
101,41.18,-96.08,0.0
106,40.75,-96.59,0.0
108,40.85,-96.76,0.0
109,41.5,-102.62,0.0
110,41.27,-102.66,0.0
111,41.15,-102.64,0.0
112,41.76,-98.21,0.0
113,41.28,-98.97,0.0
114,41.94,-96.48,0.0
116,40.3,-101.38,0.0
117,40.23,-100.61,0.0
118,40.22,-100.63,0.0
120,41.14,-96.48,0.0
123,40.52,-98.95,0.0
125,42.01,-101.04,0.0
127,40.08,-99.14,0.0
128,40.7,-95.89,0.0
129,42.13,-98.03,0.0
130,40.2,-98.06,0.0
131,42.65,-96.88,0.0
132,41.57,-96.44,0.0
134,42.03,-97.49,0.0
135,41.98,-97.43,0.0
137,41.13,-100.7,0.0
140,41.12,-100.67,0.0
141,42.06,-97.97,0.0
142,41.13,-101.72,0.0
146,41.31,-95.9,0.0
147,42.47,-98.22,0.0
149,40.13,-99.48,0.0
150,41.18,-97.55,0.0
152,40.33,-99.65,0.0
155,42.2,-97.52,0.0
162,42.32,-98.09,0.0
163,41.21,-98.46,0.0
164,40.02,-95.79,0.0
166,41.87,-103.6,0.0
167,40.92,-97.09,0.0
168,41.22,-97.39,0.0
170,40.2,-95.71,0.0
174,42.84,-99.78,0.0
175,42.04,-97.17,0.0
176,40.03,-98.08,0.0
177,40.67,-96.19,0.0
178,40.24,-96.08,0.0
179,40.35,-96.19,0.0
180,41.79,-96.23,0.0
181,40.19,-101.07,0.0
182,40.9,-97.35,0.0
187,41.32,-96.37,0.0
188,42.72,-98.22,0.0
189,42.3,-96.9,0.0
193,42.24,-97.01,0.0
195,41.85,-96.71,0.0
0,43.93,-71.22,5.0
2,43.73,-71.64,6.5
4,43.44,-71.51,4.0
5,44.45,-71.19,4.0
7,43.15,-71.56,3.0
9,43.59,-71.74,5.5
10,43.61,-71.67,5.0
14,44.34,-71.46,3.0
15,43.21,-71.41,2.0
17,43.2,-71.5,3.1
19,43.52,-71.82,5.0
21,42.94,-71.35,2.5
22,42.98,-71.27,2.5
24,43.23,-70.89,2.5
27,42.83,-71.63,1.0
28,43.81,-71.34,6.0
32,43.03,-71.08,1.0
37,42.78,-71.78,1.0
42,43.19,-71.75,3.0
43,42.78,-71.41,1.0
44,44.19,-71.23,5.0
45,42.81,-72.01,1.0
46,44.42,-71.5,4.0
47,42.94,-72.32,1.0
52,43.55,-71.46,2.0
53,44.5,-71.58,5.0
55,44.32,-71.91,5.5
57,42.93,-71.44,3.1
59,43.7,-71.47,5.0
61,44.27,-71.3,5.9
62,42.73,-71.48,0.0
63,43.66,-71.64,8.0
64,43.38,-72.18,4.0
66,44.06,-71.13,6.0
67,44.04,-71.14,8.5
68,44.03,-71.12,5.3
69,43.44,-71.54,5.5
70,44.53,-71.5,5.0
71,43.2,-71.26,2.0
72,43.1,-71.1,2.5
74,44.26,-71.25,6.0
75,43.3,-71.33,1.5
77,43.79,-71.68,7.0
80,43.5,-71.63,4.0
81,43.3,-71.9,4.5
82,43.31,-71.14,3.0
84,43.34,-71.95,2.0
85,43.86,-71.27,5.0
86,43.48,-71.55,4.0
87,43.64,-71.05,3.5
90,42.91,-71.2,2.0
92,43.58,-71.22,4.5
0,41.02,-74.76,0.5
1,39.45,-74.57,0.0
3,40.68,-74.57,0.0
6,40.98,-74.95,1.0
7,40.89,-74.4,0.0
10,40.63,-74.65,0.0
13,40.74,-74.35,0.0
14,38.95,-74.94,0.0
15,40.86,-74.24,0.0
20,40.69,-74.86,0.0
23,39.39,-74.62,0.0
24,39.38,-74.83,0.0
29,40.57,-74.88,0.0
31,40.49,-74.51,0.0
33,39.59,-75.07,0.0
37,40.31,-74.25,0.0
38,40.97,-74.92,1.0
39,39.46,-74.51,0.0
43,40.23,-74.65,0.0
44,39.64,-74.8,0.0
46,41.09,-74.54,0.3
47,40.75,-74.15,0.0
48,40.94,-74.15,0.0
49,40.27,-74.56,0.0
50,40.47,-74.62,0.0
53,40.18,-74.24,0.0
55,40.96,-74.62,0.5
56,40.91,-75.06,0.2
57,39.86,-74.14,0.0
64,40.3,-74.0,0.0
65,40.3,-74.0,0.0
67,40.75,-74.43,0.0
68,40.07,-74.74,0.0
71,39.34,-74.5,0.0
73,40.77,-74.63,0.0
75,40.84,-74.21,0.0
78,39.97,-74.86,0.0
80,40.47,-74.42,0.0
82,40.68,-74.17,0.0
84,41.02,-74.23,0.0
85,39.25,-74.62,0.0
87,40.46,-74.24,0.0
88,40.85,-74.0,0.0
89,40.31,-74.77,0.0
90,39.97,-75.02,0.0
91,40.01,-74.82,0.0
94,40.09,-74.05,0.0
97,40.59,-75.19,0.0
99,41.01,-74.66,0.5
101,41.22,-74.62,0.0
106,41.23,-74.6,0.5
0,36.3,-104.25,0.0
1,36.24,-106.43,0.0
5,35.13,-106.54,0.0
6,35.11,-106.54,0.0
7,35.08,-106.55,0.0
12,35.17,-106.51,0.0
20,35.19,-106.74,0.0
21,35.13,-106.5,0.0
22,35.04,-106.62,0.0
24,36.09,-106.06,0.0
26,35.87,-103.18,0.0
27,36.39,-105.28,3.5
29,36.39,-105.29,2.0
30,31.33,-108.53,0.0
40,35.3,-106.55,0.0
41,34.42,-106.83,0.0
42,33.91,-106.35,0.0
43,33.46,-104.4,0.0
44,33.8,-106.89,0.0
45,32.52,-104.38,0.0
46,33.02,-108.69,0.0
49,33.34,-103.68,0.0
50,36.74,-103.99,0.0
51,36.74,-105.6,0.0
52,36.17,-105.34,3.0
56,36.47,-104.95,0.0
57,36.45,-103.19,0.0
58,36.45,-103.15,0.0
59,32.83,-108.5,0.0
61,32.93,-105.76,0.0
62,35.64,-106.33,0.0
63,35.41,-104.19,0.0
64,36.0,-106.97,0.0
65,35.09,-107.52,0.0
66,34.14,-107.88,0.0
67,36.56,-105.26,1.0
69,35.09,-106.21,0.0
70,35.09,-106.22,0.0
76,35.53,-105.93,0.0
77,32.92,-105.34,0.0
79,36.05,-106.15,0.0
83,36.69,-108.31,0.0
85,34.39,-104.25,0.0
87,35.53,-108.7,0.0
88,35.89,-105.45,0.0
89,36.33,-106.47,0.0
90,33.2,-108.21,0.0
91,33.32,-108.88,0.0
92,35.59,-105.73,0.0
93,35.27,-106.21,0.0
95,31.92,-108.34,0.0
96,32.92,-107.57,0.0
97,32.81,-104.74,0.0
100,35.39,-106.54,0.0
102,35.78,-106.69,0.0
103,35.95,-107.09,0.0
104,32.62,-106.74,0.0
105,33.02,-105.85,0.0
108,35.57,-105.21,0.0
109,35.36,-103.47,0.0
110,35.9,-106.26,0.0
112,34.81,-106.73,0.0
113,34.77,-106.76,0.0
115,35.31,-108.1,0.0
116,35.01,-106.04,0.0
118,32.95,-105.82,0.0
119,34.52,-106.26,0.0
121,34.62,-106.31,0.0
123,33.49,-105.69,0.0
124,36.18,-105.06,0.0
126,36.33,-107.84,0.0
127,36.3,-103.74,0.0
130,34.62,-105.47,0.0
132,35.14,-106.71,0.0
137,34.17,-103.35,0.0
139,34.78,-103.75,0.0
141,36.92,-104.43,0.0
143,32.7,-108.73,0.0
144,33.72,-108.78,0.0
146,35.28,-106.62,0.0
147,35.25,-106.63,0.0
148,35.22,-106.67,0.0
151,35.31,-106.59,0.0
152,35.35,-106.63,0.0
153,35.9,-103.53,0.0
154,33.31,-104.51,0.0
158,35.16,-106.3,0.0
167,35.48,-106.1,0.0
170,35.7,-105.91,0.0
175,35.54,-105.93,0.0
177,35.6,-105.93,0.0
178,31.87,-106.7,0.0
183,34.06,-106.88,0.0
184,35.18,-105.94,0.0
185,32.28,-106.76,0.0
186,34.6,-104.38,0.0
187,32.79,-105.82,0.0
193,34.98,-106.34,0.0
194,34.98,-106.32,0.0
195,35.8,-107.18,0.0
196,35.2,-103.69,0.0
198,35.27,-105.36,0.0
200,32.38,-103.8,0.0
201,32.78,-106.18,0.0
202,32.56,-108.36,0.0
203,35.95,-106.75,6.0
204,34.4,-104.61,0.0
1,39.9,-116.59,2.0
3,39.13,-119.77,0.0
5,39.17,-119.77,0.0
8,37.8,-114.41,0.0
9,38.98,-119.89,36.0
11,36.62,-116.03,0.0
12,40.86,-115.74,4.0
13,40.82,-115.79,3.9
14,39.3,-114.85,9.1
15,39.52,-115.96,0.0
17,38.94,-119.84,0.5
18,38.9,-119.84,5.0
21,39.01,-114.22,12.0
23,37.56,-115.22,0.0
26,41.98,-114.66,3.0
27,41.88,-115.43,14.0
28,40.44,-115.66,0.0
30,40.06,-114.61,0.0
31,40.74,-115.49,3.0
32,36.05,-115.18,0.0
34,40.17,-118.48,0.0
35,36.07,-115.16,0.0
36,42.0,-117.72,10.0
37,38.39,-118.11,0.0
38,38.95,-119.78,0.0
41,39.36,-115.33,6.0
42,36.26,-115.64,16.0
43,41.57,-117.84,2.0
44,40.44,-116.12,6.0
46,39.06,-117.41,0.0
49,39.79,-119.89,11.8
51,39.85,-119.93,0.5
54,39.47,-119.83,0.0
58,39.48,-119.72,0.0
61,39.52,-119.99,0.7
62,39.51,-119.77,0.0
63,38.7,-117.17,1.0
65,39.28,-114.99,15.0
67,39.64,-119.71,0.0
68,39.56,-119.73,0.0
73,40.76,-115.58,2.5
75,39.63,-119.88,0.0
78,38.07,-117.24,2.0
79,38.07,-117.24,2.5
80,38.74,-119.52,2.0
81,39.31,-119.65,5.0
85,40.98,-114.17,0.0
86,41.64,-115.8,15.0
88,40.94,-117.75,1.0
89,40.9,-117.81,1.2
90,39.0,-119.16,0.0
1,42.66,-73.81,1.0
3,42.75,-73.8,1.2
5,43.26,-78.22,0.0
6,42.47,-73.93,1.0
9,42.67,-74.05,2.5
13,42.95,-74.2,1.0
14,42.93,-74.07,1.5
15,42.02,-73.59,0.5
16,42.31,-78.02,0.0
19,42.81,-78.4,0.0
20,42.93,-76.54,0.0
22,42.79,-76.7,0.0
23,42.73,-76.66,0.0
24,42.64,-73.57,0.5
25,42.92,-77.76,0.0
28,43.2,-76.29,0.5
31,42.27,-77.41,0.0
36,42.33,-76.19,2.5
38,42.21,-75.98,1.2
39,42.11,-75.89,0.0
41,43.44,-75.37,3.0
42,42.65,-78.72,0.0
43,42.65,-78.7,0.0
45,40.95,-72.3,0.0
47,42.75,-77.34,0.0
49,43.22,-77.95,0.0
50,43.22,-77.95,0.0
51,40.68,-73.99,0.0
52,42.94,-78.74,0.0
54,41.83,-74.95,2.0
55,43.04,-76.33,2.0
57,42.82,-77.29,0.0
59,42.25,-76.34,0.0
60,41.47,-73.65,0.0
64,40.88,-73.37,0.0
65,43.76,-75.3,4.5
66,42.93,-78.78,0.0
67,42.94,-78.72,0.0
70,43.03,-75.83,0.0
72,42.96,-78.67,0.0
73,43.01,-78.63,0.0
77,43.08,-76.88,0.0
79,42.65,-78.71,0.0
80,43.32,-73.93,3.0
81,42.72,-74.93,0.0
85,42.56,-77.72,0.0
86,42.57,-77.68,0.0
87,42.53,-77.76,0.0
88,42.77,-74.17,1.0
92,42.23,-79.44,0.0
94,42.47,-79.33,0.0
96,43.02,-78.72,0.0
97,42.77,-78.62,0.0
99,42.73,-78.61,0.0
100,42.81,-78.6,0.0
103,44.21,-73.6,4.0
106,42.1,-76.84,0.0
107,42.1,-76.83,0.0
109,42.47,-75.01,0.0
115,42.24,-74.52,0.5
116,40.72,-73.71,0.0
118,42.33,-78.46,0.0
120,42.44,-79.35,0.0
121,42.36,-73.98,0.8
122,42.53,-76.02,1.0
